country,iso3,fuel_type,year,capacity_gw,generation_twh,capacity_factor,cf_low,cf_high,years_used,proxy_fuel,source_id,note
IN,IND,gas,2025,26.62,48.54,0.2082,0.1699,0.2224,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IN,IND,hydro,2025,49.12,177.97,0.4136,0.3604,0.4233,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IN,IND,nuclear,2025,8.78,53.83,0.6999,0.6999,0.7777,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IN,IND,oil,2025,19.32,4.1,0.0242,0.0203,0.0243,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
IN,IND,solar,2025,135.5,195.99,0.1651,0.1498,0.1804,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IN,IND,wind,2025,54.51,103.98,0.2178,0.1907,0.2178,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IE,IRL,bioenergy,2025,0.16,1.02,0.7277,0.7135,0.7277,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IE,IRL,coal,2024,0.92,0.63,0.0782,0.0782,0.3375,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IE,IRL,gas,2025,4.88,14.99,0.3507,0.3507,0.4547,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IE,IRL,hydro,2025,0.24,0.65,0.3092,0.3092,0.4471,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IE,IRL,oil,2025,1.59,0.92,0.0661,0.0661,0.2327,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
IE,IRL,solar,2025,2.49,1.49,0.0683,0.0365,0.0835,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IE,IRL,wind,2025,5.13,11.76,0.2617,0.2615,0.2864,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IR,IRN,gas,2025,76.57,354.39,0.5283,0.5042,0.5283,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IR,IRN,hydro,2025,11.78,13.03,0.1263,0.1263,0.223,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IR,IRN,nuclear,2025,1.02,7.35,0.8226,0.3962,0.8226,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IR,IRN,solar,2025,1.78,0.9,0.0577,0.0577,0.1539,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IR,IRN,wind,2025,0.38,1.25,0.3755,0.3755,0.4161,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IQ,IRQ,gas,2024,34.62,79.3,0.2615,0.2589,0.3256,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IQ,IRQ,hydro,2024,1.56,2.0,0.1464,0.101,0.3044,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IQ,IRQ,oil,2024,10.02,68.0,0.7747,0.5413,0.7747,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
IS,ISL,hydro,2024,2.13,13.46,0.7214,0.699,0.7542,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IS,ISL,oil,2003,0.15,0.01,0.0076,0.0076,0.0076,2,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
IL,ISR,bioenergy,2025,0.05,0.16,0.3653,0.2511,0.3653,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IL,ISR,coal,2025,4.32,2.8,0.074,0.074,0.4413,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IL,ISR,gas,2025,13.74,65.4,0.5434,0.4726,0.5434,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IL,ISR,solar,2025,7.36,13.28,0.206,0.1738,0.2141,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IL,ISR,wind,2025,0.35,0.46,0.15,0.15,0.2365,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IT,ITA,bioenergy,2025,2.96,15.61,0.602,0.602,0.7301,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IT,ITA,coal,2025,5.19,3.58,0.0787,0.0787,0.4183,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IT,ITA,gas,2025,58.56,125.53,0.2447,0.2377,0.2955,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IT,ITA,hydro,2025,19.35,41.7,0.246,0.1713,0.3139,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IT,ITA,oil,2025,3.49,6.72,0.2198,0.2198,0.5112,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
IT,ITA,solar,2025,41.19,44.63,0.1237,0.1159,0.1307,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
IT,ITA,wind,2025,13.57,21.48,0.1807,0.1807,0.2188,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JM,JAM,gas,2024,0.46,2.8,0.6949,0.5931,0.6973,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JM,JAM,oil,2024,0.89,1.5,0.1924,0.1552,0.195,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
JM,JAM,solar,2024,0.12,0.15,0.1427,0.1245,0.1427,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JM,JAM,wind,2024,0.1,0.29,0.3311,0.2968,0.3311,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JO,JOR,gas,2024,4.0,14.67,0.4187,0.4187,0.4706,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JO,JOR,oil,2024,0.52,3.3,0.7244,0.1888,0.8518,4,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
JO,JOR,solar,2024,2.2,3.93,0.2039,0.1868,0.2075,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JO,JOR,wind,2024,0.63,1.75,0.3171,0.2899,0.3171,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JP,JPN,coal,2025,54.58,330.12,0.6905,0.671,0.7862,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JP,JPN,gas,2025,82.36,337.64,0.468,0.468,0.5587,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JP,JPN,hydro,2025,28.3,73.9,0.2981,0.2981,0.3243,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JP,JPN,nuclear,2025,33.08,94.09,0.3247,0.1787,0.3247,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JP,JPN,oil,2025,20.08,25.39,0.1443,0.1076,0.1677,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
JP,JPN,solar,2025,92.21,101.06,0.1251,0.1226,0.1263,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
JP,JPN,wind,2025,6.24,12.85,0.2351,0.2117,0.2556,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KZ,KAZ,coal,2025,13.25,67.12,0.5783,0.5509,0.6231,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KZ,KAZ,gas,2025,4.92,36.37,0.8439,0.7313,0.9279,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KZ,KAZ,hydro,2025,2.85,10.51,0.421,0.3464,0.457,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KZ,KAZ,solar,2025,1.33,2.04,0.1751,0.1736,0.1789,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KZ,KAZ,wind,2025,1.91,5.83,0.3484,0.2376,0.3688,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KE,KEN,bioenergy,2025,0.17,0.3,0.2015,0.1343,0.2968,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KE,KEN,hydro,2025,0.89,2.94,0.3771,0.3425,0.4872,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KE,KEN,oil,2025,0.57,1.4,0.2804,0.2247,0.2818,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
KE,KEN,solar,2025,0.55,0.65,0.1349,0.1142,0.1776,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KE,KEN,wind,2025,0.44,2.3,0.5967,0.5163,0.5967,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KG,KGZ,coal,2025,0.81,1.95,0.2748,0.2156,0.2776,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KG,KGZ,hydro,2025,3.43,13.37,0.445,0.4275,0.5322,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KH,KHM,bioenergy,2025,0.07,0.06,0.0978,0.0143,0.1305,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KH,KHM,coal,2025,1.46,10.05,0.7858,0.2455,0.7858,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KH,KHM,hydro,2025,1.8,5.31,0.3368,0.2771,0.5064,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KH,KHM,oil,2025,0.82,0.45,0.0626,0.0089,0.1029,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
KH,KHM,solar,2025,1.48,1.89,0.1458,0.1259,0.191,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KN,KNA,oil,2024,0.08,0.21,0.2997,0.2997,0.3425,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
KR,KOR,bioenergy,2025,2.71,19.69,0.8294,0.7416,0.8632,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KR,KOR,coal,2025,41.74,194.53,0.532,0.5287,0.6398,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KR,KOR,gas,2025,50.26,174.58,0.3965,0.3965,0.4708,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KR,KOR,hydro,2025,1.83,3.8,0.237,0.1913,0.2697,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KR,KOR,nuclear,2025,26.05,184.67,0.8093,0.7758,0.8359,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KR,KOR,oil,2025,3.49,5.95,0.1946,0.1876,0.2303,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
KR,KOR,solar,2025,30.35,37.8,0.1422,0.14,0.1709,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KR,KOR,wind,2025,2.45,3.64,0.1696,0.1696,0.2123,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KW,KWT,gas,2025,11.72,55.52,0.5408,0.4015,0.5593,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KW,KWT,oil,2025,8.5,31.63,0.4248,0.4248,0.5356,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
KW,KWT,solar,2025,0.1,0.21,0.2397,0.1998,0.2397,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LA,LAO,bioenergy,2024,0.12,0.04,0.0381,0.0381,0.0571,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LA,LAO,coal,2024,1.88,12.18,0.7396,0.6892,0.7396,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LA,LAO,hydro,2024,10.19,40.0,0.4481,0.4058,0.4669,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LA,LAO,solar,2024,0.06,0.09,0.1712,0.1332,0.1712,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LB,LBN,gas,2010,0.47,0.99,0.2405,0.0461,0.2405,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LB,LBN,hydro,2024,0.28,0.7,0.2854,0.2487,0.4281,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LB,LBN,oil,2024,1.95,3.0,0.1756,0.1393,0.9964,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
LB,LBN,solar,2024,1.08,1.6,0.1691,0.148,0.1776,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LR,LBR,hydro,2024,0.09,0.3,0.3805,0.1649,0.4439,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LR,LBR,oil,2024,0.1,0.26,0.2968,0.2854,0.3653,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
LY,LBY,gas,2024,11.88,25.78,0.2477,0.243,0.299,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LY,LBY,oil,2024,2.39,8.8,0.4203,0.3902,0.4698,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
LC,LCA,oil,2024,0.09,0.39,0.4947,0.4693,0.4947,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
LK,LKA,coal,2025,0.9,4.62,0.586,0.586,0.775,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LK,LKA,hydro,2025,1.97,6.59,0.3819,0.369,0.4585,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LK,LKA,oil,2025,0.49,1.81,0.4217,0.4217,0.7641,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
LK,LKA,solar,2025,2.51,3.03,0.1378,0.099,0.1378,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LK,LKA,wind,2025,0.27,0.93,0.3932,0.2968,0.3932,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LS,LSO,hydro,2022,0.07,0.48,0.7828,0.636,0.8643,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LT,LTU,bioenergy,2025,0.18,0.89,0.5644,0.5644,0.8752,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LT,LTU,gas,2025,1.68,1.48,0.1006,0.0337,0.1006,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LT,LTU,hydro,2025,0.12,0.35,0.333,0.333,0.4376,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LT,LTU,nuclear,2008,1.18,9.89,0.9568,0.7273,0.9568,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LT,LTU,solar,2025,3.3,1.67,0.0578,0.0516,0.0619,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LT,LTU,wind,2025,2.51,3.98,0.181,0.181,0.2317,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LU,LUX,bioenergy,2025,0.08,0.42,0.5993,0.5422,0.8904,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LU,LUX,solar,2025,0.77,0.47,0.0697,0.0697,0.0999,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LU,LUX,wind,2025,0.23,0.47,0.2333,0.2082,0.2718,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LV,LVA,bioenergy,2025,0.11,0.66,0.6849,0.5444,0.6849,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LV,LVA,gas,2025,1.07,1.65,0.176,0.1267,0.2171,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LV,LVA,hydro,2025,1.59,2.97,0.2132,0.1946,0.2721,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LV,LVA,solar,2025,0.92,0.82,0.1017,0.083,0.1017,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
LV,LVA,wind,2025,0.13,0.23,0.202,0.1998,0.2711,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MO,MAC,gas,2024,0.14,0.49,0.3995,0.1712,0.3995,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MO,MAC,oil,2024,0.27,0.05,0.0211,0.0169,0.0676,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MA,MAR,coal,2025,4.09,27.52,0.7681,0.7275,0.7771,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MA,MAR,gas,2025,0.87,4.78,0.6272,0.0905,0.6272,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MA,MAR,hydro,2025,1.31,0.92,0.0802,0.0453,0.1054,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MA,MAR,oil,2025,1.03,1.57,0.174,0.1529,0.4644,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MA,MAR,solar,2025,1.09,2.58,0.2702,0.1947,0.2896,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MA,MAR,wind,2025,2.45,6.74,0.314,0.314,0.3968,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MD,MDA,gas,2025,1.38,1.85,0.153,0.153,0.5112,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MD,MDA,hydro,2025,0.06,0.35,0.6659,0.5518,0.6659,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MD,MDA,solar,2025,0.71,0.23,0.037,0.0285,0.0951,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MD,MDA,wind,2025,0.25,0.23,0.105,0.105,0.1549,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MG,MDG,coal,2024,0.12,0.5,0.4756,0.1998,0.4852,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MG,MDG,hydro,2024,0.19,0.9,0.5407,0.4927,0.5888,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MG,MDG,oil,2024,0.5,0.9,0.2055,0.2009,0.2785,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MG,MDG,solar,2024,0.06,0.1,0.1903,0.1522,0.1903,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MV,MDV,oil,2024,0.53,0.79,0.1702,0.168,0.1702,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MV,MDV,solar,2024,0.07,0.06,0.0978,0.0978,0.137,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MX,MEX,bioenergy,2025,0.89,5.96,0.7645,0.7645,0.8691,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MX,MEX,coal,2025,5.38,10.88,0.2309,0.1566,0.2871,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MX,MEX,gas,2025,47.24,219.92,0.5314,0.5216,0.5646,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MX,MEX,hydro,2025,12.84,28.75,0.2556,0.1832,0.3161,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MX,MEX,nuclear,2025,1.61,10.16,0.7204,0.7204,0.8785,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MX,MEX,oil,2025,39.93,33.58,0.096,0.0931,0.1372,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MX,MEX,solar,2025,12.93,26.34,0.2325,0.2325,0.2581,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MX,MEX,wind,2025,7.51,21.38,0.325,0.3002,0.325,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MK,MKD,coal,2025,0.82,2.07,0.2882,0.2882,0.3856,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MK,MKD,gas,2025,0.22,1.09,0.5656,0.5137,0.8043,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MK,MKD,hydro,2025,0.72,1.24,0.1966,0.1966,0.2568,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MK,MKD,oil,2025,0.2,0.17,0.097,0.0799,0.3253,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MK,MKD,solar,2025,1.06,2.21,0.238,0.0768,0.238,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MK,MKD,wind,2025,0.1,0.3,0.3425,0.2609,0.3425,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ML,MLI,hydro,2024,0.46,0.92,0.2283,0.2283,0.5137,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ML,MLI,oil,2024,0.61,4.8,0.8983,0.5541,0.902,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
ML,MLI,solar,2024,0.14,0.17,0.1386,0.1386,0.1903,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MT,MLT,gas,2025,0.36,1.82,0.5771,0.5771,0.6374,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MT,MLT,oil,2025,0.19,0.02,0.012,0.006,0.036,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MT,MLT,solar,2025,0.25,0.34,0.1553,0.1539,0.1576,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MM,MMR,bioenergy,2024,0.06,0.27,0.5137,0.4947,0.5137,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MM,MMR,coal,2024,0.19,1.2,0.721,0.6729,0.721,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MM,MMR,gas,2024,2.44,10.0,0.4678,0.3746,0.5366,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MM,MMR,hydro,2024,3.27,10.0,0.3491,0.3072,0.3491,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MM,MMR,solar,2024,0.22,0.12,0.0623,0.0623,0.1142,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ME,MNE,coal,2025,0.22,0.6,0.3113,0.3113,0.851,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ME,MNE,hydro,2025,0.7,1.44,0.2348,0.2348,0.362,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ME,MNE,solar,2025,0.1,0.14,0.1598,0.1142,0.1598,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
ME,MNE,wind,2025,0.12,0.28,0.2664,0.2568,0.3044,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MN,MNG,coal,2025,1.3,8.31,0.7297,0.7297,0.8574,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MN,MNG,oil,2025,0.1,0.57,0.6507,0.6507,0.6507,1,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MN,MNG,solar,2025,0.13,0.21,0.1844,0.1712,0.2169,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MN,MNG,wind,2025,0.16,0.54,0.3853,0.3639,0.4138,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MZ,MOZ,bioenergy,2024,0.07,0.13,0.212,0.1794,0.212,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MZ,MOZ,gas,2024,0.66,3.13,0.5414,0.5189,0.5414,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MZ,MOZ,hydro,2024,2.19,16.3,0.8496,0.8064,0.859,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MZ,MOZ,solar,2024,0.18,0.08,0.0507,0.0499,0.1598,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MR,MRT,oil,2024,0.24,1.6,0.761,0.5375,0.7801,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MR,MRT,solar,2024,0.16,0.16,0.1142,0.1142,0.1776,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MR,MRT,wind,2024,0.14,0.1,0.0815,0.0815,0.0815,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MQ,MTQ,oil,2023,0.28,1.12,0.4566,0.4485,0.4729,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MQ,MTQ,solar,2023,0.1,0.11,0.1256,0.1027,0.1284,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MU,MUS,bioenergy,2024,0.09,0.32,0.4059,0.3805,0.52,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MU,MUS,coal,2024,0.19,1.34,0.8051,0.5888,0.8051,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MU,MUS,hydro,2024,0.06,0.11,0.2093,0.1712,0.2473,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
