company,destination,model,powertrain,scenario,units,ti_per_vehicle_kgco2e,crossover_year,crossover_calendar_year,reason
kia,EE,EV3,BEV,S1,14,20654.2623,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,EE,EV6,BEV,S1,33,19776.1141,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,EE,EV9,BEV,S1,24,18125.8215,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,EE,NIRO,BEV,S1,8,20362.333,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,EE,NIRO,HEV,S1,73,4454.6431,15.823,2039.8,within lifetime
kia,EE,PICANTO,ICE,S1,23,249.3345,10.542,2034.5,within lifetime
kia,EE,PROCEED,ICE,S1,104,-2813.7836,7.216,2031.2,within lifetime
kia,EE,RIO,ICE,S1,6,651.1382,11.008,2035.0,within lifetime
kia,EE,SORENTO,HEV,S1,1,-8894.8614,1.553,2025.6,within lifetime
kia,EE,SORENTO,ICE,S1,106,-9261.746,1.244,2025.2,within lifetime
kia,EE,SPORTAGE,HEV,S1,686,-3822.0591,6.199,2030.2,within lifetime
kia,EE,SPORTAGE,ICE,S1,58,-5483.9011,4.595,2028.6,within lifetime
kia,EE,STONIC,HEV,S1,5,-664.1687,9.51,2033.5,within lifetime
kia,EE,STONIC,ICE,S1,62,-56.0606,10.193,2034.2,within lifetime
kia,EE,XCEED,ICE,S1,98,-2730.6302,7.302,2031.3,within lifetime
kia,ES,CEED,HEV,S1,2325,-4747.3952,3.769,2027.8,within lifetime
kia,ES,CEED,ICE,S1,3706,-3614.9834,5.085,2029.1,within lifetime
kia,ES,EV3,BEV,S1,776,30225.7481,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,ES,EV6,BEV,S1,771,29891.0455,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,ES,EV9,BEV,S1,178,28828.6197,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,ES,NIRO,BEV,S1,1092,30014.8496,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,ES,NIRO,HEV,S1,8616,1877.2825,12.106,2036.1,within lifetime
kia,ES,PICANTO,ICE,S1,3125,-2700.6728,6.177,2030.2,within lifetime
kia,ES,PROCEED,HEV,S1,85,-6874.3616,1.401,2025.4,within lifetime
kia,ES,PROCEED,ICE,S1,37,-12293.212,,,crossover before sale year (product already above benchmark at t=0)
kia,ES,RIO,HEV,S1,1,-2642.203,6.248,2030.2,within lifetime
kia,ES,RIO,ICE,S1,41,-6225.7781,2.11,2026.1,within lifetime
kia,ES,SORENTO,HEV,S1,730,-14231.2641,,,crossover before sale year (product already above benchmark at t=0)
kia,ES,SORENTO,ICE,S1,143,-17390.5671,,,crossover before sale year (product already above benchmark at t=0)
kia,ES,SPORTAGE,HEV,S1,13057,-8868.015,,,crossover before sale year (product already above benchmark at t=0)
kia,ES,SPORTAGE,ICE,S1,4161,-13467.0608,,,crossover before sale year (product already above benchmark at t=0)
kia,ES,STONIC,HEV,S1,7620,-4743.2551,3.774,2027.8,within lifetime
kia,ES,STONIC,ICE,S1,3162,-6495.6919,1.813,2025.8,within lifetime
kia,ES,XCEED,HEV,S1,3744,-8947.2913,,,crossover before sale year (product already above benchmark at t=0)
kia,ES,XCEED,ICE,S1,3951,-8091.5278,0.102,2024.1,within lifetime
kia,FI,CEED,HEV,S1,599,-24665.5856,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,CEED,ICE,S1,579,-24955.6062,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,EV3,BEV,S1,82,11980.8728,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FI,EV6,BEV,S1,328,11846.1139,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FI,EV9,BEV,S1,219,11541.1482,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FI,NIRO,BEV,S1,186,11927.9711,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FI,NIRO,HEV,S1,376,-17153.525,0.57,2024.6,within lifetime
kia,FI,PICANTO,ICE,S1,241,-21352.2501,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,PROCEED,HEV,S1,3,-25665.8867,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,PROCEED,ICE,S1,164,-26298.0474,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,RIO,HEV,S1,16,-23013.6184,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,RIO,ICE,S1,285,-24268.1176,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,SORENTO,HEV,S1,35,-34665.459,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,SORENTO,ICE,S1,9,-37765.3608,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,SOUL,BEV,S1,15,11957.5212,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FI,SPORTAGE,HEV,S1,121,-27120.6148,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,SPORTAGE,ICE,S1,7,-32041.0799,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,STONIC,HEV,S1,63,-23379.4671,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,STONIC,ICE,S1,764,-24262.5039,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,XCEED,HEV,S1,31,-28288.0313,,,crossover before sale year (product already above benchmark at t=0)
kia,FI,XCEED,ICE,S1,123,-28329.1234,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,CEED,HEV,S1,433,-4087.6936,0.118,2024.1,within lifetime
kia,FR,CEED,ICE,S1,2074,-6985.1786,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,EV3,BEV,S1,345,23186.891,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FR,EV6,BEV,S1,1695,23092.2083,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FR,EV9,BEV,S1,354,22743.6272,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FR,NIRO,BEV,S1,2497,23130.2608,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FR,NIRO,HEV,S1,4773,-3.1877,7.748,2031.7,within lifetime
kia,FR,PICANTO,ICE,S1,8789,-4108.6797,0.082,2024.1,within lifetime
kia,FR,PROCEED,ICE,S1,596,-7547.9587,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,RIO,ICE,S1,97,-5224.6434,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,SORENTO,HEV,S1,59,-11816.3325,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,SOUL,BEV,S1,19,23161.6687,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,FR,SPORTAGE,HEV,S1,12899,-6826.9364,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,SPORTAGE,ICE,S1,195,-11272.9123,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,STONIC,HEV,S1,1315,-6184.6459,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,STONIC,ICE,S1,5610,-6015.7063,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,XCEED,HEV,S1,160,-6797.3075,,,crossover before sale year (product already above benchmark at t=0)
kia,FR,XCEED,ICE,S1,882,-8792.692,,,crossover before sale year (product already above benchmark at t=0)
kia,GR,EV3,BEV,S1,13,12132.9463,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,GR,EV6,BEV,S1,29,11054.8045,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,GR,EV9,BEV,S1,12,9041.3647,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,GR,NIRO,BEV,S1,48,11634.1971,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,GR,NIRO,HEV,S1,13,-9562.176,,,crossover before sale year (product already above benchmark at t=0)
kia,GR,PICANTO,ICE,S1,1883,-12567.2463,,,crossover before sale year (product already above benchmark at t=0)
kia,GR,SPORTAGE,HEV,S1,725,-19339.3825,,,crossover before sale year (product already above benchmark at t=0)
kia,GR,STONIC,HEV,S1,76,-14535.9087,,,crossover before sale year (product already above benchmark at t=0)
kia,GR,STONIC,ICE,S1,1288,-15888.0086,,,crossover before sale year (product already above benchmark at t=0)
kia,GR,XCEED,HEV,S1,366,-18460.145,,,crossover before sale year (product already above benchmark at t=0)
kia,GR,XCEED,ICE,S1,128,-18465.7681,,,crossover before sale year (product already above benchmark at t=0)
kia,HR,CEED,HEV,S1,5,11580.1191,51.429,2075.4,after lifetime
kia,HR,CEED,ICE,S1,554,11017.4291,49.12,2073.1,after lifetime
kia,HR,EV6,BEV,S1,4,43848.2585,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,HR,EV9,BEV,S1,1,44581.298,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,HR,NIRO,HEV,S1,4,20088.3046,90.97,2115.0,after lifetime
kia,HR,PICANTO,ICE,S1,245,15852.3152,70.103,2094.1,after lifetime
kia,HR,PROCEED,ICE,S1,34,9214.6183,41.931,2065.9,after lifetime
kia,HR,RIO,ICE,S1,73,11920.462,52.842,2076.8,after lifetime
kia,HR,SORENTO,HEV,S1,11,822.4942,12.056,2036.1,within lifetime
kia,HR,SORENTO,ICE,S1,17,-1433.511,4.868,2028.9,within lifetime
kia,HR,SPORTAGE,HEV,S1,313,7149.0873,34.061,2058.1,after lifetime
kia,HR,SPORTAGE,ICE,S1,436,3984.4712,22.688,2046.7,after lifetime
kia,HR,STONIC,HEV,S1,7,14300.9588,63.076,2087.1,after lifetime
kia,HR,STONIC,ICE,S1,1138,11899.3662,52.754,2076.8,after lifetime
kia,HR,XCEED,ICE,S1,432,8091.1396,37.604,2061.6,after lifetime
kia,HU,CEED,ICE,S1,2560,-4769.7928,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,EV3,BEV,S1,26,34789.3281,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,HU,EV6,BEV,S1,32,34175.9711,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,HU,EV9,BEV,S1,45,32639.7178,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,HU,NIRO,BEV,S1,106,34554.263,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,HU,NIRO,HEV,S1,173,4822.6843,39.423,2063.4,after lifetime
kia,HU,PICANTO,ICE,S1,156,-191.0388,9.843,2033.8,within lifetime
kia,HU,PROCEED,ICE,S1,449,-7122.6608,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,SORENTO,HEV,S1,50,-12845.8391,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,SORENTO,ICE,S1,185,-17259.4239,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,SOUL,BEV,S1,1,34701.8891,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,HU,SPORTAGE,HEV,S1,585,-7918.0278,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,SPORTAGE,ICE,S1,1348,-13338.1423,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,STINGER,ICE,S1,1,-42256.2269,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,STONIC,HEV,S1,2,-3656.0089,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,STONIC,ICE,S1,129,-3066.3039,,,crossover before sale year (product already above benchmark at t=0)
kia,HU,XCEED,ICE,S1,410,-7561.8457,,,crossover before sale year (product already above benchmark at t=0)
kia,IE,CEED,HEV,S1,277,-7605.4552,1.354,2025.4,within lifetime
kia,IE,CEED,ICE,S1,383,-9877.413,,,crossover before sale year (product already above benchmark at t=0)
kia,IE,EV3,BEV,S1,20,23222.7962,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,IE,EV6,BEV,S1,749,22362.3456,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,IE,EV9,BEV,S1,278,19915.4545,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,IE,NIRO,BEV,S1,440,22752.8719,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,IE,NIRO,HEV,S1,453,-3580.3574,4.714,2028.7,within lifetime
kia,IE,PICANTO,ICE,S1,471,-6740.2524,2.045,2026.0,within lifetime
kia,IE,SORENTO,ICE,S1,559,-21532.7264,,,crossover before sale year (product already above benchmark at t=0)
kia,IE,SPORTAGE,HEV,S1,1256,-11588.2674,,,crossover before sale year (product already above benchmark at t=0)
kia,IE,SPORTAGE,ICE,S1,1847,-14195.5326,,,crossover before sale year (product already above benchmark at t=0)
kia,IE,STONIC,HEV,S1,110,-11374.9553,,,crossover before sale year (product already above benchmark at t=0)
kia,IE,STONIC,ICE,S1,688,-9405.3872,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,CEED,HEV,S1,134,-7743.3373,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,CEED,ICE,S1,24,-13606.073,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,EV3,BEV,S1,191,17123.5115,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,IT,EV6,BEV,S1,134,15727.4312,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,IT,EV9,BEV,S1,109,13517.9891,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,IT,NIRO,BEV,S1,110,16692.1777,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,IT,NIRO,HEV,S1,1863,-2867.4962,2.129,2026.1,within lifetime
kia,IT,NIRO,ICE,S1,112,-2077.8443,3.75,2027.7,within lifetime
kia,IT,PICANTO,ICE,S1,12428,-5587.6406,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,PROCEED,HEV,S1,65,-9410.3083,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,PROCEED,ICE,S1,142,-12043.3887,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,SORENTO,HEV,S1,222,-17622.7202,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,SORENTO,ICE,S1,491,-19769.2734,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,SOUL,ICE,S1,1,-18948.9456,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,SPORTAGE,HEV,S1,18540,-10897.4783,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,SPORTAGE,ICE,S1,2937,-12440.5617,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,STONIC,HEV,S1,1794,-8364.7548,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,STONIC,ICE,S1,5062,-7502.8764,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,XCEED,HEV,S1,1182,-10845.7724,,,crossover before sale year (product already above benchmark at t=0)
kia,IT,XCEED,ICE,S1,1047,-9775.3688,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,CEED,HEV,S1,2,-14960.8546,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,CEED,ICE,S1,445,-18431.394,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,EV3,BEV,S1,6,24412.382,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LT,EV6,BEV,S1,19,24009.3738,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LT,EV9,BEV,S1,10,23274.9816,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LT,NIRO,BEV,S1,24,24280.3618,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LT,NIRO,HEV,S1,44,-8600.0498,1.751,2025.8,within lifetime
kia,LT,PICANTO,ICE,S1,27,-15766.4918,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,PROCEED,ICE,S1,327,-21209.3109,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,RIO,ICE,S1,2,-16448.598,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,SORENTO,ICE,S1,23,-31342.5227,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,SPORTAGE,HEV,S1,1044,-22091.3858,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,SPORTAGE,ICE,S1,45,-25065.6052,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,STONIC,ICE,S1,57,-16460.3515,,,crossover before sale year (product already above benchmark at t=0)
kia,LT,XCEED,ICE,S1,71,-20589.5218,,,crossover before sale year (product already above benchmark at t=0)
kia,LU,CEED,HEV,S1,36,23304.1714,21.931,2045.9,after lifetime
kia,LU,CEED,ICE,S1,102,21396.0625,19.993,2044.0,after lifetime
kia,LU,EV3,BEV,S1,34,42632.8549,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LU,EV6,BEV,S1,204,42360.3084,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LU,EV9,BEV,S1,57,41665.4837,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LU,NIRO,BEV,S1,64,42498.6268,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LU,NIRO,HEV,S1,38,26528.5155,25.638,2049.6,after lifetime
kia,LU,PICANTO,ICE,S1,266,24199.7735,22.901,2046.9,after lifetime
kia,LU,PROCEED,ICE,S1,34,19234.9257,17.982,2042.0,after lifetime
kia,LU,SORENTO,HEV,S1,19,16295.1559,15.506,2039.5,after lifetime
kia,LU,SORENTO,ICE,S1,11,14841.3681,14.375,2038.4,after lifetime
kia,LU,SOUL,BEV,S1,5,42563.8234,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LU,SPORTAGE,HEV,S1,257,20069.2425,18.738,2042.7,after lifetime
kia,LU,SPORTAGE,ICE,S1,4,17810.501,16.749,2040.7,after lifetime
kia,LU,STONIC,HEV,S1,10,22004.4343,20.593,2044.6,after lifetime
kia,LU,STONIC,ICE,S1,234,22251.1103,20.841,2044.8,after lifetime
kia,LU,XCEED,HEV,S1,18,21965.4949,20.554,2044.6,after lifetime
kia,LU,XCEED,ICE,S1,50,19444.3832,18.17,2042.2,after lifetime
kia,LV,CEED,HEV,S1,7,-10526.4666,1.54,2025.5,within lifetime
kia,LV,CEED,ICE,S1,252,-13435.8419,,,crossover before sale year (product already above benchmark at t=0)
kia,LV,EV3,BEV,S1,4,28570.7314,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LV,EV6,BEV,S1,11,28020.4039,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LV,EV9,BEV,S1,12,26930.1009,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LV,NIRO,BEV,S1,23,28325.1705,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,LV,NIRO,HEV,S1,11,-4209.2144,6.482,2030.5,within lifetime
kia,LV,PICANTO,ICE,S1,15,-10784.5133,1.354,2025.4,within lifetime
kia,LV,PROCEED,ICE,S1,27,-17687.0097,,,crossover before sale year (product already above benchmark at t=0)
kia,LV,RIO,ICE,S1,2,-10694.5995,1.419,2025.4,within lifetime
kia,LV,SORENTO,ICE,S1,17,-26758.0913,,,crossover before sale year (product already above benchmark at t=0)
kia,LV,SPORTAGE,HEV,S1,288,-16532.0142,,,crossover before sale year (product already above benchmark at t=0)
kia,LV,SPORTAGE,ICE,S1,35,-20587.11,,,crossover before sale year (product already above benchmark at t=0)
kia,LV,STONIC,HEV,S1,2,-12436.3207,0.191,2024.2,within lifetime
kia,LV,STONIC,ICE,S1,31,-11586.3883,0.784,2024.8,within lifetime
kia,LV,XCEED,ICE,S1,33,-15874.2025,,,crossover before sale year (product already above benchmark at t=0)
kia,MT,CEED,HEV,S1,5,4767.3218,124.888,2148.9,after lifetime
kia,MT,CEED,ICE,S1,3,3854.4479,101.292,2125.3,after lifetime
kia,MT,EV6,BEV,S1,4,16799.381,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,MT,EV9,BEV,S1,3,14054.4871,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,MT,NIRO,BEV,S1,21,18219.1538,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,MT,NIRO,HEV,S1,8,9076.0253,250.179,2274.2,after lifetime
kia,MT,PICANTO,ICE,S1,319,6324.368,167.318,2191.3,after lifetime
kia,MT,SPORTAGE,HEV,S1,10,3555.203,93.747,2117.7,after lifetime
kia,MT,STONIC,ICE,S1,113,4309.4018,112.94,2136.9,after lifetime
kia,MT,XCEED,HEV,S1,4,2778.6893,74.585,2098.6,after lifetime
kia,MT,XCEED,ICE,S1,4,2364.3225,64.595,2088.6,after lifetime
kia,NL,CEED,HEV,S1,228,-13376.9142,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,CEED,ICE,S1,2900,-13265.2521,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,EV3,BEV,S1,126,14244.9381,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,NL,EV6,BEV,S1,2717,13796.913,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,NL,EV9,BEV,S1,1044,12316.3532,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,NL,NIRO,BEV,S1,5373,13988.403,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,NL,NIRO,HEV,S1,4977,-7038.382,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,PICANTO,ICE,S1,8373,-9568.3677,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,PROCEED,ICE,S1,669,-15619.1422,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,RIO,HEV,S1,10,-11245.7405,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,SORENTO,HEV,S1,56,-20135.247,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,SOUL,BEV,S1,90,14134.6635,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,NL,SPORTAGE,HEV,S1,2615,-14927.7925,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,STONIC,HEV,S1,2628,-12424.6267,,,crossover before sale year (product already above benchmark at t=0)
kia,NL,XCEED,ICE,S1,206,-16816.4304,,,crossover before sale year (product already above benchmark at t=0)
kia,PL,CEED,HEV,S1,16,-265.6953,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,CEED,ICE,S1,5111,-4815.2369,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,EV3,BEV,S1,107,21758.9847,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,PL,EV6,BEV,S1,427,18613.8372,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,PL,NIRO,BEV,S1,374,20776.3015,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,PL,NIRO,HEV,S1,869,5347.952,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,PICANTO,ICE,S1,1446,357.3793,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,PROCEED,ICE,S1,1393,-6861.6228,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,RIO,ICE,S1,51,-604.6465,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,SORENTO,HEV,S1,1216,-17084.2763,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,SORENTO,ICE,S1,263,-18671.6961,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,SOUL,BEV,S1,12,21420.7426,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,PL,SPORTAGE,HEV,S1,5406,-7947.8957,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,SPORTAGE,ICE,S1,8384,-13489.1181,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,STONIC,HEV,S1,85,-3797.6464,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,STONIC,ICE,S1,2947,-4070.0281,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PL,XCEED,ICE,S1,4119,-7938.3994,,,"r_fleet <= 0: benchmark non-declining, no crossover"
kia,PT,CEED,HEV,S1,139,-8359.7791,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,CEED,ICE,S1,314,-9984.3246,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,EV3,BEV,S1,237,26942.0777,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,PT,EV6,BEV,S1,275,26799.0886,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,PT,EV9,BEV,S1,129,26353.773,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,PT,NIRO,BEV,S1,337,26836.2059,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,PT,NIRO,HEV,S1,166,-3759.6067,3.608,2027.6,within lifetime
kia,PT,PICANTO,ICE,S1,832,-6970.4237,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,PROCEED,ICE,S1,14,-11845.3088,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,SORENTO,HEV,S1,30,-18337.0318,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,SORENTO,ICE,S1,6,-22531.0453,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,SPORTAGE,HEV,S1,162,-12270.8764,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,SPORTAGE,ICE,S1,410,-18578.4333,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,STONIC,HEV,S1,46,-10926.5527,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,STONIC,ICE,S1,2541,-11378.4717,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,XCEED,HEV,S1,75,-13879.9861,,,crossover before sale year (product already above benchmark at t=0)
kia,PT,XCEED,ICE,S1,687,-12934.736,,,crossover before sale year (product already above benchmark at t=0)
kia,RO,CEED,HEV,S1,24,-15210.7865,,,crossover before sale year (product already above benchmark at t=0)
kia,RO,CEED,ICE,S1,632,-15424.5567,,,crossover before sale year (product already above benchmark at t=0)
kia,RO,EV3,BEV,S1,3,24841.3307,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,RO,EV6,BEV,S1,26,23931.1619,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,RO,EV9,BEV,S1,13,21480.4297,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,RO,NIRO,BEV,S1,31,24519.0525,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
kia,RO,NIRO,HEV,S1,22,-5145.8282,,,crossover before sale year (product already above benchmark at t=0)
kia,RO,PICANTO,ICE,S1,38,-10590.4138,,,crossover before sale year (product already above benchmark at t=0)
